BASE_URI|TITLE|DATE|FORMAT|CONTRIBUTOR|SUBJECT|DESCRIPTION|SOURCE|RIGHTS|FILE_PATH
Metadata/Templates/template.xml|NULL|NULL|NULL|NULL|NULL|NULL|NULL|NULLCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|NULL
Metadata/Visualizing-Data/Enrico Caruso/ms0647.p0033.xml|[Woman in Ruffled Pink]|NULL|picture postcards|NULL|postcards|In 1901, Caruso’s lover Ada Balducci used this postcard as a quick, easy way to send messages and updates, as we use text messages, Snapchat, and Twitter today.  The Women and Fashion section of the collection speaks to images of women in popular culture.  Women rode bicycles, played sports, and lived active lives—all portrayed in this collection.  Most postcards circulating in the U.S. were designed and printed abroad; it’s interesting to think about how fashions in Europe influenced American women.|MSS Collection 0647.p0033|Created in 1901.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0647.p0033.jpg
Metadata/Visualizing-Data/Enrico Caruso/ms0647.p0042.xml|[Woman in Green Hat]|NULL|picture postcards|A. Barioletti|postcards|When Barioletti drew a couple on the front of this postcard in 1905, he was using the only space available on which to write a message. Before 1907, messages were not allowed by law on the address side of postcards. The word postcard comes from U.S. Post Office Order No. 1447, which replaced the longer “Private Mailing Card” required on the back of postcards. The Universal Postal Union, established in 1875 by 21 nations, regulates international postal policy like equal treatment of foreign and domestic mail.|MSS Collection 0647.p0042|Created in 1905.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0647.p0042.jpg
Metadata/Visualizing-Data/Enrico Caruso/ms0647.p0068.xml|[Signor Caruso as Sketched by Himself]|NULL|picture postcards|NULL|postcards|A caricature of Enrico Caruso sent from Enrico Caruso to Miss Izora O. Hunter. This card shows a self-caricature of Caruso, who was well known for his talent as a caricaturist. He published weekly illustrations in an Italian language newspaper for many years while he lived in New York. This card is one of the few in the collection sent by Enrico Caruso, as opposed to those sent to him.|MSS Collection 0647.p0068|Created in 1903.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0647.p0068.jpg
Metadata/Visualizing-Data/Enrico Caruso/ms0647.p0145.xml|[Chicken Chariot]|NULL|picture postcards|NULL|postcards|A card sent from Filippo Galante to Enrico Caruso in 1903. The Miscellaneous category of cards, which this card belongs to, represent the oddities among the cards. They depict children playing with a tea set or the seedy side of "Le Notte."  Some of these cards might also be considered humorous, although the image alone is not sufficient for a modern observer to know. The miscellaneous category demonstrates the diversity of the cards collected and published.|MSS Collection 0647.p0145|Created in 1903.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0647.p0145.jpg
Metadata/Visualizing-Data/Enrico Caruso/ms0647.p0156.xml|[Vent du Midi]|NULL|picture postcards|NULL|postcards|A landscape postcard sent to Enrico Caruso by his common law wife, Ada Giachetti, in 1900. Landscape and flower postcards show rustic country sides, leafy orchards and bouquet after bouquet of flowers. These images tend to evoke the romance of nature and the beauty of an isolated spot. Typically, these cards were sent to Caruso by female friends. The Landscape and Flower postcards represent an interesting interaction between the rustic appeal of nature and the “new” technology of the postcard.|MSS Collection 0647.p0156|Created in 1900.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0647.p0156.jpg
Metadata/Visualizing-Data/Enrico Caruso/ms0647.p0214.xml|[Uniforms: Navy and Gold]|NULL|picture postcards|NULL|postcards|Military and Hunting postcards collected by Caruso display idealized masculinity and strength to the viewer. This postcard comes from a series of German soldiers with detailed styles of historical uniforms, as opposed to the action of the troops. Caruso himself served only a few months in the Italian army and was never much of a sportsman, so these cards seem to be universally popular rather than of particular resonance with Caruso.|MSS Collection 0647.p0214|Created in 1904.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0647.p0214.jpg
Metadata/Visualizing-Data/Enrico Caruso/ms0647.p0238.xml|[Masonic Temple]|NULL|picture postcards|NULL|postcards|Antonio Pini-Corsi, an operatic baritone then singing with the Metropolitan Opera, sent this postcard to his tenor friend in 1900. The card shows the Masonic Temple in Chicago, with a hand drawn musical score along the bottom.  This Travel and Landmark postcard shows how senders personalized these mass-produced objects.  Over 1 billion postcards were sold annually between 1900 and 1915, the height of the postcard craze.|MSS Collection 0647.p0238|Created in 1900.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0647.p0238.jpg
Metadata/Visualizing-Data/Enrico Caruso/ms0647.p0379.xml|[Clowns with Instruments]|NULL|picture postcards|NULL|postcards|A humorous clown postcard sent to Enrico Caruso by Mario. The humor category contains all the postcards intended to make the viewer laugh. The “jokes” of the postcards can include children posed with chamber pots, giraffes with their necks twisted together, an injured hunter and several tropes involving clowns. The humor cards offer the viewer a rare and somewhat incomprehensible glimpse into the humor of the early 20th century.|MSS Collection 0647.p0379|Created in 1902.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0647.p0387.jpg
Metadata/Visualizing-Data/Enrico Caruso/ms0647.p0387.xml|[Bunny in Egg Basket]|NULL|picture postcards|NULL|postcards|An Easter card sent to Enrico Caruso from Pepino in 1902. Unlike the American tradition of sending Christmas cards, the French Holiday tradition is sending New Year’s cards.   Easter cards are prevalent in this group as well, often with displays of floral arrangements. Surprisingly, holidays cards are in fact quite rare among the collection, with just 13 examples in total.|MSS Collection 0647.p0387|Created in 1902.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0647.p0387.jpg
Metadata/Visualizing-Data/Enrico Caruso/ms0647.p0396.xml|[Woman in Yellow Bonnet]|NULL|picture postcards|NULL|postcards|The Women and Fashion section of the postcard collection speaks to images of women in popular culture. Women rode bicycles, played sports, and lived actively, as other cards in this collection show. These idealized views of women sent to Caruso contrast with images of suffragettes also circulating widely.|MSS Collection 0647.p0396|Created in 1905.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0647.p0396.jpg
Metadata/Visualizing-Data/Enrico Caruso/ms0647.p0503.xml|[Central Park with Majestic Hotel]|NULL|picture postcards|NULL|postcards|Travel postcards functioned in 1900 as they do today – as souvenirs of people and places we love.  Caruso assiduously collected travel postcards, especially those featuring images of New York. The Majestic boasted a 30,000 square foot rustic palm garden on the roof with an electrochromatic fountain.  Caruso was one of many celebrities who lived at the giant, 600-room hotel overlooking Central Park at 72nd St. after it opened in 1894.|MSS Collection 0647.p0503|Created in 1903.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0647.p0503.jpg
Metadata/Visualizing-Data/Enrico Caruso/OPERA-Caruso-FR-B199-003.xml|[Caricatures by Caruso]|NULL|Book cover art|NULL|Enrico Caruso--pictorial works|Caruso loved to draw for his own pleasure.  His caricatures of friends and other singers were first published in 1906, though this cover dates to 1965.  He was said to “throw off [the sketches]as easily as his mellifluous notes.” He often drew during interviews, as his son recalled.|MSS Collection 0647 Box 199 F003|Created before the singer's death in 1921.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/OPERA-Caruso-FR-B199-F003
Metadata/Visualizing-Data/Enrico Caruso/OPERA-Caruso-framed_print-FR-MISC_ENTRY.xml|[Enrico Caruso]|NULL|picture postcards|NULL|Enrico Caruso--pictorial works|Enrico Caruso's performed as Canino in Il Pagliacci the night this picture was made. As Canino, he played his signature role, a man betrayed by his beloved wife who must perform despite his pain. His ability to be both the entertainer and the tragedian defined his incomparable interpretation of Canino. He typically performed in tandem with Cavalleria Rusticana by Pietro Mascagni, in which he played the role of Turiddu. This postcard back lists the address of Via Velasca, the location of Caruso’s Milan estate.|MSS Collection 0647 Box 200 Opera-Caruso_framed _print-FR-MISC_ENTRY|Created before the singer's death in 1921.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/OPERA-Caruso_framed_print-FR-MISC_ENTRY.xml
Metadata/Visualizing-Data/Enrico Caruso/OPERA-Caruso_Hampton-FR-B200_Entry.xml|[Caruso Playing in the Hamptons]|NULL|Black-and-white photographs|NULL|Enrico Caruso--pictorial works|Enrico Caruso joked around during a family vacation in the Hamptons shortly before his death in 1921. The humor evident in Caruso’s anecdotes matches the humor often demonstrated in the cards.|MSS Collection 0647 Box 200 Opera-Caruso_Hampton-FR-B200_Entry|Created before the singer's death in 1921.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/OPERA-Caruso-FR-B199-F003
Metadata/Visualizing-Data/Enrico Caruso/OPERA-Caruso_Victo_booklet-FR-TAN-001_Entry.xml|[Enrico Caruso]|NULL|chromolithographs|NULL|Enrico Caruso--pictorial works|Enrico Caruso's image was used on his Victor record albums. Caruso’s huge popularity in the U.S. and Europe came in part from these recordings, made in 1904. Caruso's work ith Victor showed surprising business acumen given his lack of formal education. The royalties from his records would bring in more income than his salary from the Met.|MSS Collection 0647 Box 200 Opera-Caruso_Hampton-FR-B200_Entry|Created before the singer's death in 1921.Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/OPERA-Caruso_Victor_booklet-FR-TAN-001_Entry.xml
Metadata/Visualizing-Data/Flannery-O-Connor/20150417SG010.xml|Seed Rake used in Care of Flannery O'Connor's Peacocks|NULL|rakes|NULL|NULL|Living on Andalusia farm in Milledgeville, Georgia, O’Connor and her mother, Regina, had many pastoral responsibilities. O’Connor would have used a rake such as this to spread seed for her many beloved peacocks. In her 1961 essay “The King of the Birds,” O’Connor notes, “It is hard to tell the truth about this bird. The habits of any peachicken left to himself would hardly be noticeable, but multiplied by forty, they become a situation.” This rake was taken from a scrap metal pile at Andalusia.|NULL|NULLCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/20150417SG010.JPG
Metadata/Visualizing-Data/Flannery-O-Connor/2015417SG013.xml|Peacock feathers|NULL|feathers|NULL|NULL|O’Connor wrote in her 1961 essay “The King of the Birds,” “In short, I am the only person on the place who is willing to underwrite, with something more than tolerance, the presence of peafowl. In return, I am blessed with their rapid multiplication.” Over the course of her life, O’Connor raised myriad peacocks. She is often depicted aside them, and the peacock feather has come to stand as a symbol of her literary works.|NULL|NULLCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/2015417SG013.JPG
Metadata/Visualizing-Data/Flannery-O-Connor/correspondence.xml|The Correspondence of Flannery O'Connor and the Brainard Cheneys|1986|Book|Flannery O'Connor|NULL|Flannery O'Connor's first novel  Wise Blood was published in 1952. That same year, Brainard Cheney, a Southern writer living in Nashville and associated with the literary movement known as the Agrarians, wrote an appreciative review which prompted  O'Connor to send a letter thanking  Cheney. Thus began a correspondence and friendship with Cheney and his wife Francis that lasted many years. The letters, housed in Vanderbilt Special Collections  are collected in this volume.|Wills Collection|Copyright belongs to Vanderbilt UniversityCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|NULL
Metadata/Visualizing-Data/Flannery-O-Connor/graphgist.xml|Graph depicting network analysis of correspondence of Flannery O'Connor|NULL|graphgist|NULL|NULL|In addition to her formidable talent as a writer of fiction, O’Connor devoted much of her too-short life to writing letters; she wrote to friends and acquaintances all over the country, about an array of topics. This graph depicts a digital network graph of O’Connor’s correspondence, coded not only by date and correspondent, but also by content area. Using the graphing software Neo4j, this graph illustrates 374 letters written by and to O’Connor.|NULL|Copyright belongs to Vanderbilt UniversityCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|NULL
Metadata/Visualizing-Data/Flannery-O-Connor/MS0004-Cheney_letter-B03-F18.xml|First letter from Brainard Cheney to Flannery O'Connor|1900-06-03|Letters|Brainard Cheney|Writing|This letter is in response to O’Connor’s introductory letter on February 8, 1953. Writing from his home in Smyrna, Tennessee, Cheney takes this opportunity to sympathize with O’Connor’s bad reviews; his own writing has received its share of negative reactions! Here, Cheney opens the door on another interesting facet of their relationship: Catholicism and conversion. Over the course of their correspondence, they will spend many letters discussing theology and their favorite theologians.|Brainard Bartwell Cheney and Francis Neel Cheney Papers B03-F18|Copyright belongs to Vanderbilt UniversityCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0004-OConnor_letter-B03-F18.jpg
Metadata/Visualizing-Data/Flannery-O-Connor/MS0004-King_of_the_Birds.xml|Manuscript of Flannery O'Connor's essay "The King of the Birds"|NULL|Essays|Flannery O'Connor|NULL|Housed with the Cheney Collection in Special Collections at the Vanderbilt University Library are a number of manuscripts written by friends and colleagues of the Cheneys. Here is presented a copy of Flannery O’Connor’s essay “The King of the Birds,” published in 1961. O’Connor spent her life raising peacocks on Andalusia Farm in Milledgeville, Georgia. This essay pays tribute to the regal and, at times, difficult birds.|Brainard Bartwell Cheney and Francis Neel Cheney Papers B52-F09|Copyright belongs to Vanderbilt UniversityCopyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0004-King_of_the_Birds01-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds02-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds03-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds04-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds05-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds06-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds07-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds08-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds09-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds10-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds11-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds12-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds13-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds14-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds15-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds16-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds17-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds18-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds19-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds20-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds21-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds22-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds23-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds24-B52-F09; PATH TO IMAGES/MS0004-King_of_the_Birds25-B52-F09
Metadata/Visualizing-Data/Flannery-O-Connor/MS0004-OConnor_letter-B03-F18.xml|First letter from Flannery O’Connor to Brainard Cheney|1953-02-08|Letter|Flannery O'Connor|Writing|Following Brainard Cheney’s review of Wise Blood, Cheney and O’Connor began a correspondence that was to last until her death in 1964. In their first letter, O’Connor indicates her respect for Cheney’s review, and introduces herself. She responds to several of the notes in his review, and paves the way for their burgeoning professional relationship. The collection of letters between O’Connor and Cheney are housed in Special Collections at the Vanderbilt University Library.|Brainard Bartwell Cheney and Francis Neel Cheney Papers B14-F12|Copyright belongs to Vanderbilt UniversityCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0004-OConnor_letter-B03-F18.jpg
Metadata/Visualizing-Data/Flannery-O-Connor/MS0004-Review_Wise_Blood07-1952-B37-F14.xml|Manuscript of Brainard Cheney's review of Flannery O'Connor's novel "Wise Blood"|1900-06-03|Manuscript|Brainard Cheney|Writing|: As a writer and an appreciator of fellow contemporary writers, Brainard Cheney read and provided commentary on the writings of many authors of his day. The first work of Flannery O’Connor’s that Cheney read was her initial novel, Wise Blood. Cheney’s review is insightful and thought-provoking; according to O’Connor, it is one of the only positive reviews that Wise Blood received. Cheney understood O’Connor’s biting wit and complex views on religion in the American South.|Brainard Bartwell Cheney and Francis Neel Cheney Papers B03-F18|Copyright belongs to Vanderbilt UniversityCopyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS0004-Review_Wise_Blood01-1952-B37-F14; PATH TO IMAGES/MS0004-Review_Wise_Blood02-1952-B37-F14; PATH TO IMAGES/MS0004-Review_Wise_Blood03-1952-B37-F14; PATH TO IMAGES/MS0004-Review_Wise_Blood04-1952-B37-F14; PATH TO IMAGES/MS0004-Review_Wise_Blood05-1952-B37-F14; PATH TO IMAGES/MS0004-Review_Wise_Blood06-1952-B37-F14; PATH TO IMAGES/MS0004-Review_Wise_Blood07-1952-B37-F14
Metadata/Visualizing-Data/Flannery-O-Connor/MS305-Flannery_Oconnor.xml|Photograph of Flannery O'Connor|1955-07|black-and-white photographs|Morrisey, Ralph|NULL|This photo was taken at the Smyrna home of Brainard and Franny Cheney. The Cheney's affectionately called their home "Cold Chimneys" and many of Cheney's letters to Flannery were written from there. By 1955 when this photo was taken, a friendship had developed between O'Connor and the Cheney's that would endure until her death in 1964.  She visited them several times and in 1959 on a visit to the Cheney's,  she read her short story "A Good Man is Hard to Find" at Vanderbilt University.|MSS 305 The Ralph Morrisey Collection|Copyright belongs to Vanderbilt UniversityCopyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/MS305-Flannery_Oconnor-001.jpg; PATH TO IMAGES/MS305-Flannery_Oconnor-002.jpg; PATH TO IMAGES/MS305-Flannery_Oconnor-003.jpg; PATH TO IMAGES/MS305-Flannery_Oconnor-004.jpg; PATH TO IMAGES/MS305-Flannery_Oconnor-005.jpg
Metadata/Visualizing-Data/Flannery-O-Connor/Vagabond-Vol_1-6-Feb_1960-O'Connor-Warren_Interview-08.xml|"An Interview with Robert Penn Warren and Flannery O'Connor" from Vanderbilt literary magazine, "Vagabond"|1960-02|article|Vanderbilt University|Writing|In April 1959, O’Connor traveled from her home in Milledgeville, Georgia to Nashville. She visited with the Cheneys, and agreed to sit for an interview at Vanderbilt with fellow writer and friend Robert Penn Warren. She spoke with Penn Warren (and other students and faculty members) about her writing process and answered questions about the content of her work. In a letter to Frances Cheney dated April 10, 1959, O’Connor wrote, “I am looking forward to the visit, though not the literary chores.”|NULL|Copyright belongs to Vanderbilt UniversityCopyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections; Copyright maintained by Vanderbilt University Special Collections|PATH TO IMAGES/Vagabond-Vol_1-6-Feb_1960-O'Connor-Warren_Interview-00AB.jpg; PATH TO IMAGES/Vagabond-Vol_1-6-Feb_1960-O'Connor-Warren_Interview-01A.jpg; PATH TO IMAGES/Vagabond-Vol_1-6-Feb_1960-O'Connor-Warren_Interview-02B.jpg; PATH TO IMAGES/Vagabond-Vol_1-6-Feb_1960-O'Connor-Warren_Interview-03.jpg; PATH TO IMAGES/Vagabond-Vol_1-6-Feb_1960-O'Connor-Warren_Interview-04.jpg; PATH TO IMAGES/Vagabond-Vol_1-6-Feb_1960-O'Connor-Warren_Interview-05.jpg; PATH TO IMAGES/Vagabond-Vol_1-6-Feb_1960-O'Connor-Warren_Interview-06.jpg; PATH TO IMAGES/Vagabond-Vol_1-6-Feb_1960-O'Connor-Warren_Interview-07.jpg; PATH TO IMAGES/Vagabond-Vol_1-6-Feb_1960-O'Connor-Warren_Interview-08.jpg
Metadata/Visualizing-Data/Flannery-O-Connor/wiseblood.xml|Wise Blood|1986|Book|Flannery O'Connor|NULL|Wise Blood, Flannery O'Connors first novel, tells the story of  a returning World War II veteran who, haunted by a lifelong crisis of faith, resolves to form an anti-religious ministry in an eccentric Southern town. Althogh neglected by most critics at the time, it is now considered a classic of 20th Century literature.|Wills Collection|Copyright belongs to Vanderbilt UniversityCopyright maintained by Vanderbilt University Special Collections|Copyright maintained by Vanderbilt University Special Collections|NULL
Metadata/Visualizing-Data/Maps/0632014.xml|A Map of the States of Virginia, North Carolina, South Carolina, and Georgia; Comprehending the Spanish Provinces of East and West Florida: Exhibiting the Boundaries as fixed by the late Treaty of Peace between the United States and the Spanish Dominions.  Compiled from late Surveys and Observations by Joseph Purcell.|1792-01-25|historical maps|Joseph Purcell|NULL|This map, done by cartographer Joseph Purcell, was published in 1792.  This map is part of the Robert A. McGaw Collection at Vanderbilt Library Special Collections.  The subject of this map is the states of Virginia, North Carolina, and Georgia, with a focus on the Spanish Provinces of East and West Florida.  This map was done under the late Treaty of Peace between the United States and the Spanish Dominions.  Of interest to this exhibint, the Cumberland and Tennessee Rivers.  NOtice how far south they trend.|Robert A. McGaw Collection|Vanderbilt Library Special CollectionsImages copyright © 2000 by Cartography Associates. Images may be reproduced or transmitted, but not for commercial use. For commercial use or commercial republication, contact mailto:carto@davidrumsey.com This work is licensed under a Creative Commons License.|Images copyright © 2000 by Cartography Associates. Images may be reproduced or transmitted, but not for commercial use. For commercial use or commercial republication, contact mailto:carto@davidrumsey.com This work is licensed under a Creative Commons License.|PATH TO IMAGES/0632014.jpg
Metadata/Visualizing-Data/Maps/13037xml.xml|[1937 Flood- A Look at 7th and 8th Avenues North]|1937-01-26|black-and-white photographs|United States Army Corp of Engineers Nashville District Library|NULL|The Cumberland River flooded again in January of 1937.  This view overlooks portions of 7th and 8th avenue north.|NULL|United States Army Corp of Engineers Nashville DistrictPermission to use but rights retained by United States Army Corp of Engineers Nashville District Library|Permission to use but rights retained by United States Army Corp of Engineers Nashville District Library|PATH TO IMAGES/13037.jpg
Metadata/Visualizing-Data/Maps/13125xml.xml|[The 1937 Flood- A Look at East Nashville]|1937-01-26|black-and-white photographs|United States Army Corp of Engineers Nashville District|NULL|The Cumberland River flooded again in January of 1937.  This view overlooks a section of East Nashville just above the Jefferson Street Bridge.  The river gage at Lock 1 Upper read 53.0' on this day.  Normally the river should read below 35.0'.  Anything above is considered the point at which flooding is possible in this area.  Only two other flooding events have surpassed 50.0' on the Cumberland, another in 1927 (56.20'), and again in 2010 (52.55').|NULL|United States Army Corp of Engineers Nashville DistrictPermission to use but credit must be given to the United States Army Corp of Engineers Nashville District Library.|Permission to use but credit must be given to the United States Army Corp of Engineers Nashville District Library.|PATH TO IMAGES/13125.jpg
Metadata/Visualizing-Data/Maps/13128.xml|[The 1937 Flood- A Look at Farris Lumber Co. below the Jefferson Street Bridge]|1937-01-26|black-and-white photographs|United States Army Corp of Engineers Nashville District|NULL|The Cumberland River flooded again in January of 1937.  This view overlooks a portion of flooded lumber yard belonging to Farris Lumber Co. just below the Jefferson Street  Bridge.  The Lock 1 Upper Gage read 53.0' on this day.  Normally the river should read below 35.0'.  Anything above is considered the point at which flooding is possible in this area.  Only two other flooding events have surpassed 50.0' on the Cumberland, another in 1927 (56.20'), and again in 2010 (52.55').|NULL|United States Army Corp of Engineers Nashville DistrictPermission to use but credit must be given to the United States Army Corp of Engineers Nashville District Library.|Permission to use but credit must be given to the United States Army Corp of Engineers Nashville District Library.|PATH TO IMAGES/13128.jpg
Metadata/Visualizing-Data/Maps/13164.xml|[The 1937 Flood- A Look at Gravelotte, TN]|1937-02-01|black-and-white photographs|United States Army Corp of Engineers Nashville District|NULL|The Cumberland River flooded again in January of 1937.  This view overlooks mile 161 on the Cumberland River, near Gravelotte, TN.  The Lock 1 lower river gage read 56.6' on this day.  The view is looking upstream from the bluff on right bank.|NULL|United States Army Corp of Engineers Nashville DistrictPermission to use but credit must be given to the United States Army Corp of Engineers Nashville District Library.|Permission to use but credit must be given to the United States Army Corp of Engineers Nashville District Library.|PATH TO IMAGES/13164.jpg
