BASE_URI	TITLE	DATE	FORMAT	CONTRIBUTOR	SUBJECT	DESCRIPTION	SOURCE	RIGHTS	FILE_PATH	FILE_NAME	TAGS
Metadata/Visualizing-Data/Astronomy/Hipparcos_Data_Set.xml	[Hipparcos Data Set]	1989-08	Graphs	Hipparcos (Artificial satellite)|European Space Agency|United States. National Aeronautics and Space Administration	Hipparcos (Artificial satellite)|Stars--Charts, diagrams, etc.	Shown here is an example visualization from Vanderbilt's Filtergraph tool applied to Hipparcos spacecraft data. Depicted is a so-called Hertzsprung-Russel diagram showing the relationships between stellar temperatures, luminosities, and sizes, and how these evolve with time.	Raw data available via online catalog; also available via European Space Agency website.	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Hipparcos_Data_Set.png	Hipparcos_Data_Set.png	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/Modern_Astronomy-p61-HH_Turner-1901.xml	Modern Astronomy: Being Some Account of the Revolution of the Last Quarter of a Century	1901	Books	Turner, H. H. (Herbert Hall), 1861-1930|Archibald Constable & Co.	Astronomy--History		Annex, 520.9 T94m	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Modern_Astronomy-p61-HH_Turner-1901.jpg	Modern_Astronomy-p61-HH_Turner-1901.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/MS0031-Astronomical_Papers_1889-1917-p54-B40.xml	Discovery of the Fifith Moon of Jupiter	1892-11	Articles	Barnard, Edward Emerson, 1857-1923	Barnard, Edward Emerson, 1857-1923	Edward Emerson Barnard’s discovery of the fifth satellite of Jupiter in 1892 set off a firestorm of accolades in the press and in astronomy circles. It was the first planetary satellite discovery since Asaph Hall had discovered the moons of Mars in 1877 and the last satellite discovery by direct observation. Henceforth, astronomers would rely on photography to detect new solar bodies.		Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0031-Astronomical_Papers_1889-1917-p54-B40.jpg	MS0031-Astronomical_Papers_1889-1917-p54-B40.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/MS0031-Barnard-glassplate-pleiades.xml	Region of the Pleiades	1905	Black-and-white photographs	Barnard, Edward Emerson, 1857-1923	Barnard, Edward Emerson, 1857-1923|Mount Wilson Observatory|Pleiades	The Pleiades star cluster is located in the constellation Taurus.  Also known as the Seven Sisters or M45, this group of stars is most visible in November when they can be seen from dusk until dawn.  The name probably derives from the Ancient Greek “plein” meaning “to sail” and was an important navigation marker for ancient sea navigation.  The earliest recorded observation of this stellar object is likely the Nebra Sky Disk, a Bronze Age artifact created around 1600 B.C.	MSS0031, Edward Emerson Barnard Papers, glass plates	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0031-Barnard-glassplate-pleiades.jpg	MS0031-Barnard-glassplate-pleiades.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/MS0031-Barnard-letter-B36-F1892.xml	[Letter to Joseph S. Carels]	1892-09-21	Letters (correspondence)	Barnard, Edward Emerson, 1857-1923	Jupiter (Planet)|Carels, Joseph S.--Correspondence	Joseph S. Carels, an assistant postmaster in Nashville who befriended Edward Emerson Barnard as a child in Nashville, remained a friend of the noted astronomer throughout his life. A congratulatory letter to Barnard on his discovery of Amalthea elicited this response. In the four-page letter, Barnard not only thanks his friend for his support but also expresses gratitude to everyone who gave him encouragement from his childhood in Nashville to his present position at the Lick Observatory.	MSS0031, Edward Emerson Barnard Papers, Box 36, 1892	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0031-McConnell-letter-B22-Nov-23-1893.jpg	MS0031-McConnell-letter-B22-Nov-23-1893.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/MS0031-Barnard_Einstein-B43-F09-AB.xml	[Albert Einstein with the Staff of Yerkes Observatory]	1921-05-06	Black-and-white photographs		Einstein, Albert, 1879-1955--Portraits|Yerkes Observatory--Pictorial works|Telescopes--Pictorial works	After Albert Einstein (1879-1955) published his theory of relativity, a number of observatories attempted to prove the theory based on Einstein’s calculations which predicted the gravitational bending of light passing a large body such as the Sun. Einstein visited a number of observatories which attempted to prove the theory. This photograph with the staff of the Yerkes Observatory was taken in 1921, the same year he won the Nobel Prize in Physics.	MSS0031, Edward Emerson Barnard Papers, Box 43, Folder 09	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0031-Barnard_Einstein-B43-F09-AB.jpg	MS0031-Barnard_Einstein-B43-F09-AB.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/MS0031-Comet-photo-1908-B43-F02-AB.xml	Comet 1908c (Morehouse)	1908-11-16	Black-and-white photographs		Morehouse comet	On September 2, 1908, astronomer Daniel Morehouse - studying and photographing comets with Edward Emerson Barnard at Yerkes Observatory - discovered a comet near Cassiopeia. Close observation of the comet by Barnard led to speculation that the tails of comets could be affected by solar weather. This image of Comet Morehouse was taken with the Bruce 10-inch telescope at Yerkes Observatory on November 16, 1908.	MSS0031, Edward Emerson Barnard Papers, Box 43, Folder 2	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0031-Comet-photo-1908-B43-F02-AB.jpg	MS0031-Comet-photo-1908-B43-F02-AB.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/MS0031-McConnell-letter-B22-Nov-23-1892.xml	[Letter Presenting Watch to Edward Emerson Barnard]	1893-11-23	Letters (correspondence)	McConnell, Frank H.	Jupiter (Planet)	Frank McConnell and Edward Emerson Barnard were both founding members of the Astronomical Society of the Pacific, founded in San Francisco in 1889 while Barnard was affiliated with the Lick Observatory. Barnard’s discovery of another moon of Jupiter, later designated Amalthea, brought him many accolades from the astronomical community. McConnell, a close friend of Barnard and a watchmaker by trade, presented Barnard with a handsome watch to commemorate his friend’s accomplishment.	MSS0031, Edward Emerson Barnard Papers, Box 22	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0031-McConnell-letter-B22-Nov-23-1892.jpg	MS0031-McConnell-letter-B22-Nov-23-1892.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/MS0031-McConnell-letter-B22-Sept-13-1892.xml	[Letter to Edward Emerson Barnard about the Discovery of Amalthea]	1892-09-13	Letters (correspondence)	McConnell, Frank H.	Jupiter (Planet)|Barnard, Edward Emerson, 1857-1923--Correspondence	Frank McConnell and Edward Emerson Barnard were both founding members of the Astronomical Society of the Pacific, founded in San Francisco in 1889 while Barnard was affiliated with the Lick Observatory. Barnard’s discovery of another moon of Jupiter, later designated Amalthea, brought him many accolades from the astronomical community.	MSS0031, Edward Emerson Barnard Papers, Box 22	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0031-McConnell-letter-B22-Sept-13-1892.jpg	MS0031-McConnell-letter-B22-Sept-13-1892.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/MS0031-PhotoNGC3596-B18-F-Hubble1920.xml	Spiral Galaxy NGC 3596	1920-02-16	Black-and-white photographs	Hubble, Edwin, 1889-1953	Spiral galaxies	In the 1920s, astronomer Edwin Hubble corresponded with astronomer Edwin Emerson Barnard to seek his expert advice on stellar photography. This photograph of the spiral galaxy NGC 3596 in the constellation Leo was taken by Hubble on February 16, 1920, using the 60” refractor telescope at the Mount Wilson Observatory in California. He sent it in a letter to Barnard in June 1920 to illustrate his contention that nebulae were in fact galaxies, rather than clouds of dust and gas.	MSS0031, Edward Emerson Barnard Papers, Box 18, Hubble	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0031-PhotoNGC3596-B18-F-Hubble1920.jpg	MS0031-PhotoNGC3596-B18-F-Hubble1920.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/MS0031-Telescope-B43-Barnard.xml	[36-inch Refractor Telescope]	1880	Black-and-white photographs		Jupiter (Planet)|Refracting telescopes--Specimens	The first four satellites of Jupiter were discovered by Galileo in 1610. Edward Emerson Barnard discovered the fifth shortly after midnight on September 9, 1892. Fifth in order of discovery and third in distance from the planet, Amalthea was the last satellite to be discovered by direct observation through a telescope. After 1892, astronomers relied on photography to identify new satellites. Pictured here is the Lick Observatory's 36-inch refractor telescope used by Barnard to detect Amalthea.	MSS0031, Edward Emerson Barnard Papers, Box 22	Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0031-Telescope-B43-Barnard.jpg	MS0031-Telescope-B43-Barnard.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/MS0031-To_Barnard-B18-F-Hubble1920.xml	[Letter from Edwin Hubble to Edward Emerson Barnard]	1920	Letters (correspondence)	Hubble, Edwin, 1889-1953	Nebulae|Barnard, Edward Emerson, 1857-1923--Correspondence|Hubble, Edwin, 1889-1953--Correspondence	Following military service in World War I, Edwin Hubble accepted a position at Mount Wilson Observatory. His discoveries there included proving that nebulae were galaxies rather than simple clouds of gas and dust. His greatest discovery was that all galaxies appeared to be receding from us, therefore the universe was expanding. This 1920 letter from Hubble to astronomer Edward Emerson Barnard states that his own work is based on Barnard’s.	MSS0031, Edward Emerson Barnard Papers, Box 18, 1892	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0031-To_Barnard-B18-F-Hubble1920.jpg	MS0031-To_Barnard-B18-F-Hubble1920.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/MS0031-To_Barnard-B20-F-Kirkwood-Dec1892.xml	[Daniel Kirkwood to Barnard]	1892-12-08	Letters (correspondence)	Kirkwood, Daniel, 1814-1895	Jupiter (Planet)	Daniel Kirkwood was an American mathematician who used mathematics to derive theories based on the work of astronomers. He was the first to suggest that meteor showers were composed of debris from comets. He also developed a theory known as Kirkwood’s Gap. This theory asserts that the gaps in the main asteroid belt between Jupiter and Mars were caused by the heavier gravitational pull of Jupiter. He alludes to the theory in this letter, stating there are additional Jovian satellites yet to be discovered.	MSS0031, Edward Emerson Barnard Papers, Box 20	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0031-To_Barnard-B20-F-Kirkwood-Dec1892.jpg	MS0031-To_Barnard-B20-F-Kirkwood-Dec1892.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/MS0701-DV-MSFC_Space_Science_Heritage.xml	MSFC Space Science Heritage	1993-10-21	Composite photographs	George C. Marshall Space Flight Center	Outer space--Exploration	From the moon landing to the International Space Station, scientists at the Marshall Space Flight Center have been at the forefront of research and development of space transport systems and related technologies.  Their Saturn rockets were crucial to the 1969 moon landing.  They helped develop the space shuttle transport system and built the Hubble Space Telescope.  This illustration depicts a few of their accomplishments in space exploration.	MSS0701, C. Rick Chappell Papers, Box 1, Folder 19	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0701-DV-MSFC_Space_Science_Heritage.jpg	MS0701-DV-MSFC_Space_Science_Heritage.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/MS0701-DV-Skylab_3-Wang.xml	Spacelab 3	1985	Brochures	George C. Marshall Space Flight Center	Spacelab Program|Trinh, Eugene H.--Portraits|Wang, Taylor G., 1940---Portraits	Spacelab was a reusable science laboratory which flew on space shuttle missions between November 1983 and April 1998. Spacelab 3 launched aboard the Challenger on April 29, 1985, and included five specialists who spent a week conducting experiments in materials sciences, life sciences, fluid mechanics, atmospheric science, and astronomy. Pictured is the Drop Dynamics Module designed and developed by (left to right) Dr. Eugene Trinh and Dr. Taylor Wang.	MSS0701, C. Rick Chappell Papers, Box 1, Folder 05	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0701-DV-Skylab_3-Wang.jpg	MS0701-DV-Skylab_3-Wang.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/MS0732-Hubble-Data_Flow-B02-F11-p20.xml	Hubble Space Telescope Data Flow, from within ''Designing an Observatory for Maintenance in Orbit The Hubble Space Telescope Experience'	1986	Brochures	George C. Marshall Space Flight Center	Hubble Space Telescope (Spacecraft)	In addition to transmitting images down to Earth, Hubble also transmits system reports which enable engineers to identify faults which can be corrected with orbital servicing missions.  Multiple satellites are needed to bounce Hubble’s transmissions back to NASA.	MSS0732, Robert O'Dell Papers, Box 2, Folder 11	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0732-Hubble-Data_Flow-B02-F11-p20.jpg	MS0732-Hubble-Data_Flow-B02-F11-p20.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/MS0732-Hubble-resolution-B02-F11-p05.xml	Hubble Space Telescope Image of Jupiter, from within 'Designing an Observatory for Maintenance in Orbit The Hubble Space Telescope Experience'	1986	Brochures	George C. Marshall Space Flight Center	Jupiter (Planet)	Space based telescopes revolutionized the study of astronomy. The first such telescope, the Hubble Space Telescope, dramatically improved the image resolution of land based telescopes. This image shows a land based telescope photo of Jupiter (black and white inset image) and the same image produced by Hubble.	MSS0732, Robert O'Dell Papers, Box 2, Folder 11	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0732-Hubble-resolution-B02-F11-p05.jpg	MS0732-Hubble-resolution-B02-F11-p05.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/MS0732-Segmented_Active_Mirror.xml	Briefing: Active Primary Mirror System for Spaceborne Telescope	1972-03-30	Administrative reports	Perkin-Elmer Corporation. Optical Group	Mirrors--Design and construction|Telescopes--Design and construction	Segmented mirrors, used in an array configuration, are used in large telescopes in place of a single curved mirror. The smaller sizes of these mirrors make them easier to transport, install and maintain than traditional single-mirror telescopes.	MSS0732, Robert O'Dell Papers, Box 6	Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/MS0732-Segmented_Active_Mirror.jpg	MS0732-Segmented_Active_Mirror.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/Opera_Omnia-vol-1-Kepleri-1858.xml	Joannis Kepleri Astronomi Opera Omnia|Opera Omnia	1858	Books	Kepler, Johannes, 1571-1630|Frisch, Christian, 1807-1881|Heyder & Zimmer	Astronomy|Chronology	Johannes Kepler (1571-1630) was a German mathematician and astronomer. A key figure in the 17th century scientific revolution, he is best known for his laws of planetary motion. This is a collection of his writings.	Annex, 520.8 K38	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Opera_Omnia-vol-1-Kepleri-1858.jpg	Opera_Omnia-vol-1-Kepleri-1858.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/Opere_di_Giordano_Bruno_Nolano-1548-1600.xml	Opere di Giordano Bruno Nolano	1830	Books	Bruno, Giordano, 1548-1600|Weidmannsche Verlagsbuchhandlung	Astronomy	Giordano Bruno was born in 1548 in Italy. He was a Dominican friar, a philosopher, astronomer and mathematician. The most notable of his theories were those of an infinite universe and a multiplicity of worlds, in which he rejected the traditional geocentric model and even went beyond the Copernican heliocentric theory. Bruno was burned at the stake in February 1600 for his unorthodox ideas and refusal to renounce them. This book is a collection of his writings.	Central Library Annex, 195 B898 v.1-2	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Opere_di_Giordano_Bruno_Nolano-1548-1600-p182.jpg	Opere_di_Giordano_Bruno_Nolano-1548-1600-p182.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/opo0613c.xml	[Image of Cassiopeia]	2006-04-04	Digital images|Space photographs	Fujii, Akira, 1941-|Hubble Space Telescope|European Space Agency	Galaxies--Pictorial works|Cassiopeia (Constellation)--Pictorial works	This is a photo of the constellation Cassiopeia. One can see the center bar of the Milky Way Galaxy running through the middle of the image.		Copyright; licensed to Vanderbilt University	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/opo0613c.jpg	opo0613c.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Astronomy/Q9_16ptRMS_vs_Range_vs_Teff_fin.xml	An Observational Correlation between Stellar Brightness Variations and Surface Gravity	2013-08-22	Articles	Bastien, Fabienne Anne|Stassun, Keivan G.|Basri, Gibor|Pepper, Joshua|Kepler Input Catalog|Macmillan Publishers|United States. National Aeronautics and Space Administration|European Space Agency	Astrophysics|Stars	This image is an example visualization from Vanderbilt's Filtergraph tool applied to NASA Kepler mission data. Each point represents a star in thedataset. The horizontal axis represents the amplitude of starlight "flicker" (or "hiss"), the vertical axis represents the overall amount of stellar light variation (or "loudness"), and the symbol size encodes the complexity of the stellar light signal (or "crackle"). Color encodes the stellar temperatures. Arrows are added annotations to guide the eye as to the temporal evolution of stars.		Copyright; use considered fair according to the ARL Code of Best Practices in Fair Use	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/Q9_16ptRMS_vs_Range_vs_Teff_fin.jpg	Q9_16ptRMS_vs_Range_vs_Teff_fin.jpg	Visualizing Data|Astronomy|2015 Exhibits
Metadata/Visualizing-Data/Enrico Caruso/OPERA-Caruso-FR-B199-003.xml	Caricatures by Caruso	1951	Books	Caruso, Enrico, 1873-1921	Caruso, Enrico, 1873-1921|Musicians--Caricatures and cartoons|Singers--Caricatures and cartoons|Actors--Caricatures and cartoons	Caruso loved to draw for his own pleasure. His caricatures of friends and other singers were first published in 1906, though this later collection dates to 1951. He was said to “throw off [the sketches] as easily as his mellifluous notes.” He often drew during interviews, as his son recalled.	MSS0647, Francis Robinson Collection of Music, Theatre and Dance, Box 199, Folder 03	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/OPERA-Caruso-FR-B199-003.jpg	OPERA-Caruso-FR-B199-003.jpg	Visualizing Data|Enrico Caruso|2015 Exhibits
Metadata/Visualizing-Data/Enrico Caruso/OPERA-Caruso-framed_print-FR-MISC.xml	[Enrico Caruso in Costume]	1910	Picture postcards|Black-and-white-photographs|Programs (document)	Caruso, Enrico, 1873-1921	Caruso, Enrico, 1873-1921--Portraits|Caruso, Enrico, 1873-1921--Performances	Enrico Caruso performed as Canio in Il Pagliacci the night this picture was made. As Canio, he played his signature role, a man betrayed by his beloved wife who must perform despite his pain. His ability to be both the entertainer and the tragedian defined his incomparable interpretation of Canio. He typically performed in tandem with Cavalleria Rusticana by Pietro Mascagni, in which he played the role of Turiddu. This postcard back lists the address of Via Velasca, the location of Caruso’s Milan estate.	MSS0647, Francis Robinson Collection of Music, Theatre and Dance, Box 200	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/OPERA-Caruso-framed_print-FR-MISC.jpg	OPERA-Caruso-framed_print-FR-MISC.jpg	Visualizing Data|Enrico Caruso|2015 Exhibits
Metadata/Visualizing-Data/Enrico Caruso/OPERA-Caruso_Hampton-FR-B200.xml	[Caruso Playing in the Hamptons]	1910	Black-and-white photographs		Caruso, Enrico, 1873-1921--Portraits	Enrico Caruso joked around during a family vacation in the Hamptons shortly before his death in 1921. The humor evident in Caruso’s anecdotes matches the humor often demonstrated in the cards.	MSS0647, Francis Robinson Collection of Music, Theatre and Dance, Box 200	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/OPERA-Caruso_Hampton-FR-B200.jpg	OPERA-Caruso_Hampton-FR-B200.jpg	Visualizing Data|Enrico Caruso|2015 Exhibits
Metadata/Visualizing-Data/Enrico Caruso/OPERA-Caruso_Victor_booklet-FR-TAN-001.xml	The Voice of the Victor, Tomo IX, No. 1	1904|1920-03	Chromolithographs|Sheet music	Caruso, Enrico, 1873-1921|Victor Talking Machine Company	Caruso, Enrico, 1873-1921|Caruso, Enrico, 1873-1921--Portraits|Music	Enrico Caruso's image was used on his Victor record albums. Caruso’s huge popularity in the U.S. and Europe came in part from these recordings, beginning in 1904. Caruso's work with Victor showed surprising business acumen given his lack of formal education. The royalties from his records would bring in more income than his salary from the Met.	MSS0647, Francis Robinson Collection of Music, Theatre and Dance, Box 200	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/OPERA-Caruso_Victor_booklet-FR-TAN-001.jpg	OPERA-Caruso_Victor_booklet-FR-TAN-001.jpg	Visualizing Data|Enrico Caruso|2015 Exhibits
Metadata/Visualizing-Data/Enrico Caruso/sc.mss.0647.p0033a-vis.xml	[Woman in Ruffled Pink]	1901	Picture postcards	Balducci, Ada	Caruso, Enrico, 1873-1921--Correspondence|Balducci, Ada--Correspondence|Women in art	In 1901, Caruso’s lover Ada Balducci used this postcard as a quick, easy way to send a message and update, as we use text messages, Snapchat, and Twitter today. The "women and fashion" section of the collection speaks to images of women in popular culture. Women rode bicycles, played sports and lived active lives—all portrayed in this collection. Most postcards circulating in the U.S. were designed and printed abroad; it’s interesting to think about how fashions in Europe influenced American women.	MSS0647, Francis Robinson Collection of Music, Theatre and Dance, Postcard 0033	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/sc.mss.0647.p0033a-vis.jpg	sc.mss.0647.p0033a-vis.jpg	Visualizing Data|Enrico Caruso|2015 Exhibits
Metadata/Visualizing-Data/Enrico Caruso/sc.mss.0647.p0042a-vis.xml	[Woman in Green Hat]	1905	Picture postcards	Barioletti	Caruso, Enrico, 1873-1921--Correspondence|Women in art|Hats in art	When Barioletti drew a couple on the front of this postcard in 1905, he was using the only space available on which to write a message. Before 1907, messages were not allowed by law on the address side of postcards. The word postcard comes from U.S. Post Office Order No. 1447, which replaced the longer “Private Mailing Card” required on the back of postcards. The Universal Postal Union, established in 1875 by 21 nations, regulates international postal policy like equal treatment of foreign and domestic mail.	MSS0647, Francis Robinson Collection of Music, Theatre and Dance, Postcard 0042	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/sc.mss.0647.p0042a-vis.jpg	sc.mss.0647.p0042a-vis.jpg	Visualizing Data|Enrico Caruso|2015 Exhibits
Metadata/Visualizing-Data/Enrico Caruso/sc.mss.0647.p0068a-vis.xml	[Signor Caruso as Sketched by Himself]	1907	Picture postcards	Caruso, Enrico, 1873-1921|Rose Company	Caruso, Enrico, 1873-1921--Correspondence|Caruso, Enrico, 1873-1921--Self portraits|Hunter, Izora O.--Correspondence	This card was sent from Enrico Caruso to Miss Izora O. Hunter. The card shows a self-caricature of Caruso, who was well known for his talent as a caricaturist. He published weekly illustrations in an Italian language newspaper for many years while he lived in New York. This card is one of the few in the collection sent by Enrico Caruso, as opposed to those sent to him.	MSS0647, Francis Robinson Collection of Music, Theatre and Dance, Postcard 0068	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/sc.mss.0647.p0068a-vis.jpg	sc.mss.0647.p0068a-vis.jpg	Visualizing Data|Enrico Caruso|2015 Exhibits
Metadata/Visualizing-Data/Enrico Caruso/sc.mss.0647.p0145a-vis.xml	[Chicken Chariot]	1903	Picture postcards	Galante, Felipe, 1872-1953	Caruso, Enrico, 1873-1921--Correspondence|Galante, Felipe, 1872-1953--Correspondence|Roosters in art	This card was sent from Filippo Galante to Enrico Caruso in 1903. The miscellaneous category of cards, to which this card belongs, represent the oddities among the cards. They depict children playing with a tea set or the seedy side of "Le Notte."  Some of these cards might also be considered humorous, although the image alone is not sufficient for a modern observer to know. The miscellaneous category demonstrates the diversity of the cards collected and published.	MSS0647, Francis Robinson Collection of Music, Theatre and Dance, Postcard 0145	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/sc.mss.0647.p0145a-vis.jpg	sc.mss.0647.p0145a-vis.jpg	Visualizing Data|Enrico Caruso|2015 Exhibits
Metadata/Visualizing-Data/Enrico Caruso/sc.mss.0647.p0156a-vis.xml	[Vent du Midi]	1900	Picture postcards	Giachetti, Ada	Caruso, Enrico, 1873-1921--Correspondence|Giachetti, Ada--Correspondence|Landscapes in art|Flowers in art	This landscape postcard was sent to Enrico Caruso by his common law wife, Ada Giachetti, in 1900. "Landscape and flower" postcards show rustic country sides, leafy orchards and bouquet after bouquet of flowers. These images tend to evoke the romance of nature and the beauty of an isolated spot. Typically, these cards were sent to Caruso by female friends. The "landscape and flower" postcards represent an interesting interaction between the rustic appeal of nature and the “new” technology of the postcard.	MSS0647, Francis Robinson Collection of Music, Theatre and Dance, Postcard 0156	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/sc.mss.0647.p0156a-vis.jpg	sc.mss.0647.p0156a-vis.jpg	Visualizing Data|Enrico Caruso|2015 Exhibits
Metadata/Visualizing-Data/Enrico Caruso/sc.mss.0647.p0214-A-vis.xml	[Uniforms: Navy and Gold]	1904	Picture postcards		Caruso, Enrico, 1873-1921--Correspondence|Military uniforms in art	"Military and hunting" postcards collected by Caruso display idealized masculinity and strength to the viewer. This postcard comes from a series of German soldiers with detailed styles of historical uniforms, as opposed to the action of the troops. Caruso himself served only a few months in the Italian Army and was never much of a sportsman, so these cards seem to be universally popular rather than of particular resonance with Caruso.	MSS0647, Francis Robinson Collection of Music, Theatre and Dance, Postcard 214	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/sc.mss.0647.p0214-A-vis.jpg	sc.mss.0647.p0214-A-vis.jpg	Visualizing Data|Enrico Caruso|2015 Exhibits
Metadata/Visualizing-Data/Enrico Caruso/sc.mss.0647.p0238-A-vis.xml	[Masonic Temple]	1900	Picture postcards		Caruso, Enrico, 1873-1921--Correspondence|Pini-Corsi, Antonio, 1858-1918--Correspondence|Masonic Temple Theatre (Organization : Chicago, Ill.)--Pictorial works	Antonio Pini-Corsi, an operatic baritone then singing with the Metropolitan Opera, sent this postcard to his tenor friend in 1900. The card shows the Masonic Temple in Chicago, with a hand drawn musical score along the bottom. This "travel and landmark" postcard shows how senders personalized these mass-produced objects. Over one billion postcards were sold annually between 1900 and 1915, the height of the postcard craze.	MSS0647, Francis Robinson Collection of Music, Theatre and Dance, Postcard 0238	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/sc.mss.0647.p0238-A-vis.jpg	sc.mss.0647.p0238-A-vis.jpg	Visualizing Data|Enrico Caruso|2015 Exhibits
Metadata/Visualizing-Data/Enrico Caruso/sc.mss.0647.p0379-A-vis.xml	[Clowns with Instruments]	1902	Picture postcards		Caruso, Enrico, 1873-1921--Correspondence|Clowns in art|Musical instruments in art	This humorous clown postcard was sent to Enrico Caruso by Mario. The "humor" category contains all the postcards intended to make the viewer laugh. The “jokes” of the postcards can include children posed with chamber pots, giraffes with their necks twisted together, an injured hunter and several tropes involving clowns. The humor cards offer the viewer a rare and somewhat incomprehensible glimpse into the humor of the early 20th century.	MSS0647, Francis Robinson Collection of Music, Theatre and Dance, Postcard 0379	Public Domain	http://libexh.library.vanderbilt.edu/impomeka/2015-exhibit/sc.mss.0647.p0379-A-vis.jpg	sc.mss.0647.p0379-A-vis.jpg	Visualizing Data|Enrico Caruso|2015 Exhibits
